CHV,synonym
C0002928,"spinal anaesthesia,spinal anesthetic,spinal block,subarachnoid block"
C0002930,"anaesthetics,anesthesiology,anesthetics [specialty]"
C0002932,"anaesthetic drugs,anaesthetics,anesthetic agent,anesthetic agents,anesthetic drug,anesthetic drugs,anesthetics,anesthetics drugs"
C0002934,"anaesthetic local,anaesthetics local,anesthetic local,anesthetics local,local anaesthetic,local anesthetics"
C0002935,anestrus
C0002937,"anethole trithione,anetholetrithione,anetholtrithione,trithioanethol"
C0002938,"aneuploid,aneuploidies"
C0002940,"aneurysmal dilatation,aneurysms"
C0002949,"aneurysm dissecting,arterial dissection,arterial dissections,arteries dissection,artery dissecting aneurysm,dissecting aneurysms,dissection arterial"
C0002957,angry
C0002959,"angiectasia,angiectasias,angiectasis,angioectasias,ectasias vascular,hemangiectasia"
C0002962,"angina pain,angina pectoris,anginal pain,anginal syndrome,anginas,angor pectoris,cardiac angina,ischemic chest pain,pain angina,pectoris angina,stenocardia"
C0002963,"angina prinzmetal,angina variant,prinzmetal variant angina,prinzmetal's angina,prinzmetals angina,variant angina,variant angina pectoris,vasospastic angina"
C0002965,"angina at rest,angina unstable,crescendo angina,impending infarction,intermediate coronary syndrome,pre-infarction syndrome,preinfarction angina,rest angina,unstable angina pectoris"
C0002971,"angiography cardiac,angiography heart,cardiac angiography,heart angiography"
C0002978,"angiogram,angiograms,angiography,angiography procedure,angiography procedures"
C0002985,angiokeratomas
C0002986,"anderson-fabry disease,angiokeratoma corporis diffusum,disease fabry,disease fabry's,fabri disease,fabry's disease,fabrys disease,thesaurismosis hereditaria"
C0002991,"cutaneous histiocytoma,dermatofibroma,dermatofibromas,histiocytomas,pleomorphic fibroma,sclerosing hemangioma"
C0002994,"angio edema,angio oedema,angio oedema urticaria,angioedema urticaria,angioneurotic edema,angioneurotic oedema,giant hives,giant urticaria,quincke edema,quincke's disease,quincke's edema,urticaria angioedema"
C0002996,"angioplasty balloon,angioplasty balloons,angioplasty transluminal"
C0002997,"balloon angioplasty,coronary artery balloon dilation"
C0002998,"blood suture vessels,blood sutures vessel"
C0003006,"1 angiotensin,angiotensin 1"
C0003009,"2 angiotensin,angiotensin 2"
C0003011,"angiotensin ii receptors,angiotensin receptor ii"
C0003015,"ace inhibitor,ace inhibitors"
C0003017,renin substrate
C0003018,angiotensins
C0003028,"absence of sweating,absent sweating,anhydrosis"
C0003030,anhydride
C0003036,phenylamine
C0003044,"animal bite,animals bites"
C0003047,"animal disease,animals disease,animals diseases,disease animal"
C0003048,"animal experimentation,animal researching,animals experimentation,animals research"
C0003050,"animal feed,animal feeding,animal feeds,animals food,food animal"
C0003055,animal organ
C0003057,animal right
C0003059,"alternative animal testing,alternatives to animal testing"
C0003060,"animal viruses,animals virus"
C0003062,"animalia,animals"
C0003063,"animals domestic,animals domestics,domestic animals"
C0003064,"animal laboratories,animal laboratory,animals experimental,animals laboratory,experimental animal"
C0003069,"animal transgenic,transgenic animals"
C0003070,animals wild
C0003071,animals zoo
C0003075,anions
C0003076,anirida
C0003079,"anisocorias,pupils unequal,unequal pupil,unequal pupils"
C0003086,"ankles,hock,hocking,tarsus"
C0003087,"ankle joints,ankles joints,hock joint,talocrural joint"
C0003090,"ankyloses,ankylosis,frozen joints,fusion of joint,joint ankylosis,joint fusion"
C0003097,anniversaries
C0003103,anodes
C0003113,"amnestic aphasia,anomic aphasia,anomic dysphasia,dysnomia,nominal aphasia"
C0003114,anomies
C0003119,anophthalmos
C0003123,"anorexic,appetite loss,lack of appetite,loss of appetite,lost appetite,no appetite"
C0003125,anorexia mentalis
C0003126,"anosmias,loss of sense of smell,loss sense smell,loss smell,lost sense of smell,no sense of smell,sense smell,smell loss,smell sense"
C0003128,"absent ovulation,ovulation failure"
C0003129,"anoxaemia,anoxemia"
C0003130,absence oxygen
C0003132,"anoxic brain damage,anoxic brain injuries,anoxic brain injury,brain anoxic damage,encephalopathy anoxic"
C0003138,"antacid products,antacids,antacids products"
C0003151,anterior chamber eye
C0003152,"anterior tibial syndrome,compartment syndrome anterior"
C0003154,anterior horn cells
C0003158,"anthelmintics,antihelmintic drugs,vermifuge"
C0003161,anthocyanins
C0003165,"anthracosis,black lung disease,black lungs,coal lung miners,coal lungs worker's,coal miners pneumoconiosis,coal miners' pneumoconiosis,coal pneumoconiosis workers,coal pneumoconiosis workers',coal workers' pneumoconiosis,collier lung,pneumoconiosis coal"
C0003166,dithranol
C0003174,"anthracenedione,anthranoid,anthraquinones"
C0003175,"anthrax,charbon,splenic fever"
C0003177,"anthrax cutaneous,skin anthrax"
C0003191,"anti rheumatic drug,anti rheumatic drugs,anti-rheumatic drugs,antirheumatic,antirheumatic agents,antirheumatic drug,antirheumatics"
C0003195,"agents antiarrhythmic,anti arrhythmia drugs,anti arrhythmic,anti arrhythmics,anti-arrhythmia drugs,anti-arrhythmics,antiarrhythmia agents,antiarrhythmia drugs,antiarrhythmic,antiarrhythmic drug,antiarrhythmic drugs"
C0003204,"agents antiinfective,anti infective,anti infective agent,anti infectives,anti-infective agent,anti-infective agents,antiinfective agent,antiinfective agents,drug infection,drugs infection,drugs infections,infection drug"
C0003205,"antiseptics,local antiseptic,topical anti-infective"
C0003207,anti infective urinary
C0003209,"anti inflammatory agents,anti inflammatory drugs,anti-inflammatory agent,anti-inflammatory agents,antiinflammatory agent,antiinflammatory agents"
C0003211,"nsaid,nsaids"
C0003212,"anti inflammatory drug steroidal,anti inflammatory drugs steroidal"
C0003216,"anti ulcer agents,anti ulcer drug,anti-ulcer drugs,antiulcer agent,antiulcer drugs"
C0003232,"antibiotic products,antibiotics"
C0003233,"aminoglycoside antibiotic,aminoglycoside antibiotics,aminoglycosides antibiotics"
C0003234,anthracycline
C0003238,"antibiotic combination,antibiotics combining"
C0003240,"antibiotics macrolide,antibiotics macrolides,macrolide antibiotic"
C0003241,"antibodies,antibody"
C0003242,"anti antibody,anti idiotype antibody,anti idiotypic antibodies,antibodies anti,antiglobulin"
C0003243,"ana,anti-nuclear antibody,antinuclear antibodies,antinuclear antibody,antinuclear antibody ana,antinuclear factor,antinuclear factors"
C0003248,"heterophil antibody,heterophile ab,heterophile antibodies"
C0003250,monoclonal antibody
C0003253,viral antibodies
C0003261,"antibodies production,antibodies response,antibody formation,antibody response"
C0003264,antibodies specificity
C0003277,"anticholesteremic,anticholesteremic agents,cholesterol inhibitor,cholesterol inhibitors,cholesterol lowering drugs,cholesterol-lowering drug"
C0003280,"anticoagulant drug,anticoagulant drugs,anticoagulants"
C0003284,anticodons
C0003286,"anticonvulsant,anticonvulsant drugs,anticonvulsants,anticonvulsive drugs"
C0003289,"antidepressant,antidepressant drug,antidepressant drugs,antidepressants drugs,antidepressive agent,antidepressive agents,drugs antidepressant"
C0003290,"anti depressant tricyclic,anti depressants tricyclic,antidepressant drug tricyclic,antidepressants tricyclic,antidepressants tricyclics,tricyclic anti depressant,tricyclic anti-depressants,tricyclic antidepressant,tricyclic antidepressant drugs"
C0003292,"antidiarrhea agents,antidiarrheal,antidiarrheal agent,antidiarrheal agents,antidiarrheal drug,antidiarrheal drugs"
C0003295,"antidotes,theriac"
C0003297,"antiemetic agents,antiemetic drug,antiemetic drugs,antiemetics,antinauseant drugs"
C0003299,"antiepileptic,antiepileptic drug,antiepileptic drugs,antiepileptics drugs"
C0003304,"antifibrinolytic,antifibrinolytic agent,antifibrinolytic agents,antiplasmins"
C0003305,antiflatulent
C0003306,antifoam agent
C0003308,"antifungal,antifungal agent,antifungal agents,antifungal drugs,antifungals,drugs fungicidal"
C0003313,"antigen antibody complexes,circulating immune complex,complex immune,complexes immune,immune complexe,immune complexes"
C0003314,"antibody antigen reaction,antibody antigen reactions,antigen antibody reaction,antigen antibody reactions,antigen-antibody reaction"
C0003315,"antigen presenting cell,antigen presenting cells,antigen-presenting cell,antigen-presenting cells,apc"
C0003316,"antigenic determinant,epitopes"
C0003320,"ag,antigens,immunogen"
C0003321,bacterial antigens
C0003323,"cd4,cd4 receptor,cd4 receptors"
C0003335,antigens neoplasm
C0003339,"antigen surface,cell surface antigen,cell surface antigens"
C0003340,antigen t independent
C0003341,"antigen ca,carcinoma-associated antigen"
C0003364,"anti hypertensive,anti hypertensive drug,anti hypertensive drugs,anti hypertensives,anti-hypertensive drugs,anti-hypertensives,antihypertensive,antihypertensive agents,antihypertensive drug,antihypertensive drugs,antihypertensives,antihypertensives drugs,hypotensive agent,hypotensive agents"
C0003369,"abs lymphocyte,abs lymphocytes,antibodies lymphocytes"
C0003370,globulin antilymphocyte
C0003374,"anti malarial,anti malarials,anti-malarials,antimalarial agents,antimalarial drug,antimalarial drugs,antimalarials"
C0003376,antimetabolite
C0003379,"antimitotic agent,antimitotic drugs"
C0003380,"sb,sbs"
C0003382,"antimony tartrate,potassium antimony tartrate"
C0003383,sodium antimony gluconate
C0003385,"antimuscarinic agent,antimuscarinics,muscarinic antagonist,muscarinic antagonists"
C0003392,"agents antineoplastic,agents antineoplastics,anti-neoplastic agents,antineoplastic agent,antineoplastic agents,antineoplastic drug,antineoplastic drugs,antineoplastics"
C0003402,antioxidant
C0003404,"antiparasites drugs,antiparasitic agent,antiparasitic drug,antiparasitics,drugs for parasites,drugs parasite,parasiticide"
C0003405,"antiparkinson agents,antiparkinsonian,antiparkinsonian agents,antiparkinsonian drugs,antiparkinsonians"
C0003410,alpha 2 antiplasmin
C0003416,"antiprotozoal,antiprotozoal agents"
C0003417,"antipruritic,antipruritic agents,antipruritic drugs"
C0003419,"antipyretic drug,antipyretic drugs,antipyretics"
C0003420,phenazone
C0003426,antiseptic urinary
C0003431,"antisocial personality,antisocial personality disorders,dissocial personality disorder,psychopath,psychopathic personality,psychopaths,psychopathy,sociopath,sociopathic personalities,sociopathic personality,sociopathic personality disorder,sociopaths"
C0003435,antistreptolysins
C0003436,"antistreptolysin o,aso"
C0003438,"antithrombin,factor inhibitors xa"
C0003440,antithrombins
C0003442,"anti thymocyte globulin,anti-thymocyte globulin,antithymocyte globulin,antithymocyte globulins,antithymocyte immunoglobulin"
C0003445,antitoxins
C0003448,antitubercular
C0003449,"antitussive drug,antitussive drugs,antitussives,cough suppressant,cough suppressants,coughing suppressants"
C0003450,"antivenins,antivenom,antivenoms"
C0003451,"antiviral,antiviral agent,antiviral agents,antiviral drugs,antivirals"
C0003452,antlers
C0003455,ants
C0003459,anura
C0003460,anurias
C0003461,anal
C0003462,"anal disorder,anal disorders,anus diseases,anus disorders,disease anus,disorder anus"
C0003463,"anus neoplasm,anus tumor"
C0003466,"anal atresia,anus atresia,anus imperforate,anus imperforated,atresia ani,imperforate anu"
C0003467,"anxieties,anxious,anxiousness"
C0003469,"anxiety disorder nos,anxiety disorders"
C0003476,castration complex
C0003477,"anxiety disorder separation,anxiety separation,anxiety separation disorder,anxiety separations,childhood separation anxiety,separation anxiety disorder"
C0003483,aortic
C0003484,aorta abdominal
C0003486,"aneurysm of aorta,aorta aneurysm,aortic aneurysms"
C0003489,"aorta arch,aorta arch of,aortic archs,arch aorta,arch of aorta"
C0003492,"aorta coarctation,aorta coarctation of,aortic coarctation,coarctation aorta,coarctation aortic,coarctation of aorta,coarctation of the aorta"
C0003493,"aorta disease,aorta diseases,aortic diseases,aortic disorders,diseases of the aorta"
C0003496,rupture aortic
C0003499,"aortic stenosis supra valvular,supravalvar aortic stenosis"
C0003501,aortic valves
C0003504,"ai,aortic incompetence,aortic insufficiency,aortic regurgitation,aortic valve incompetence,aortic valve regurgitation"
C0003505,prolapse aortic valve
C0003506,"aortic replacement valve,aortic replacements valve,of aortic valve replacement,replacement aortic valve"
C0003507,"aorta stenosis,aortic stenosis,aortic valvular stenosis,stenose aortic,stenosis - aortic,stenosis aorta,stenosis aortic"
C0003511,aortitis syphilitic
C0003515,contrast aortogram
C0003516,"aortic septal defect,aorticopulmonary window"
C0003533,"apgar scores,apgar scoring"
C0003537,"alogia,aphasia"
C0003546,acquired aphasias
C0003550,"aphasia broca,aphasia brocas,aphasia motor,broca aphasia,motor aphasia"
C0003562,aphid
C0003564,"absence of voice,aphonia,loss voice,voice loss"
C0003567,aphrodisiacs
C0003571,"apicectomies,apicoectomies,root amputation"
C0003578,"apnea,apneas,apnoea,apnoeas,breathing stop,breathing stopping,breathing stops,not breathing,pulmonary arrest"
C0003584,apocrine gland
C0003591,apolipoproteins
C0003592,"apo a,apoa,apolipoproteins a"
C0003593,"apo b,apob,apolipoproteins b"
C0003595,"apo e,apolipoprotein e"
C0003597,aponeurosis suture
C0003601,apoproteins
C0003611,"appendectomies,appendectomy procedure,appendectomy procedures,appendicectomies,appendicectomy,appendix excision"
C0003614,"appendiceal neoplasms,appendix neoplasms,appendix tumors,tumor of appendix"
C0003617,"appendix,vermiform appendix"
C0003618,"appetite,appetites"
C0003620,"agents anorexic,anorectic agent,anorectics,anorexiant,anorexiants,anorexic drugs,appetite depressant,appetite depressants,appetite drugs suppressants,appetite suppressant,appetite suppressant drugs"
C0003622,appetite regulation
C0003629,appointment
C0003630,appointment schedule
C0003635,"apraxias,dyspraxia,dyspraxia syndrome,dyspraxias"
C0003638,apricots
C0003645,"apt,APT compounds,apts"
C0003646,aptitudes
C0003647,"abilities testing,ability test,ability testing,ability tests"
C0003649,apud cell
C0003650,apudomas
C0003662,"aqueous humor,aqueous humour"
C0003692,15-lipoxygenase
C0003693,"5 lipoxygenase,leukotriene synthase"
C0003695,"acid arachidonic,vitamin f"
C0003704,arachnids
C0003706,"dolichostenomelia,fingers spider"
C0003707,arachnoids
C0003708,arachnitis
C0003725,arboviruses
C0003732,archaea
C0003733,archeology
C0003738,archives
C0003742,"arcus cornea,arcus corneal,cornea arcus,corneal arcus,gerontoxon"
C0003753,"arecaline,arecholine,arecolin,methylarecaidin"
C0003765,"l arginine,l-arginine"
C0003775,argininosuccinate lyase
C0003777,arginosuccinic acid
C0003779,argipressin
C0003782,"argyrosis,silver poisoning"
C0003794,"arm injury,extremities injuries upper,extremity upper injury,injuries limb upper,injury arm,injury limb upper,injury upper extremity,upper extremity injury,upper limb injury"
C0003803,"arnold chiari deformity,arnold chiari malformations,arnold chiari syndrome,arnold-chiari deformity,arnold-chiari malformation,arnold-chiari syndrome,chiari malformation,chiari malformations"
